date,GOOGL,MSFT,FB,ORCL,INTC,CSCO,IBM,QCOM,TXN,AVGO,NVDA,ADBE,CRM,ADP,ITW,YHOO
20150313,-0.014559,0.008776,-0.011149,0.018261,0.004221,-0.010623,-0.023421,-0.010523,-0.001835,-0.00888,0.001323,0.002842,-0.005389,-0.005903,-0.004282,-0.001863
20150316,0.015624,0.00435,0.000256,0.024304,-0.003233,0.012885,0.018149,0.019814,0.021273,0.03892,0.011894,0.009147,0.028328,0.017117,0.01454,0.014929
20150317,-0.007175,0.003248,0.016588,-0.01244,-0.007785,-0.0053,-0.000764,-0.002643,-0.006172,-0.005891,0.01219,0.016979,0.01686,-0.008128,-0.00323,0.00632
20150318,0.015333,0.019307,0.019467,0.029391,0.009807,0.0,0.018157,0.005944,0.005693,0.01038,-0.016344,-0.034773,0.014804,0.008195,0.010632,0.020212
20150319,-0.004398,-0.005059,0.022741,0.00068,-0.004856,0.003908,0.0,-0.005696,0.003859,0.012266,0.015085,0.003251,0.004814,0.000229,-0.004408,0.00694
20150320,0.002271,0.014071,0.012689,0.005661,0.018543,0.006369,0.01921,0.003007,0.0129,0.009467,0.010984,0.002852,-0.017276,0.004578,-0.008453,0.001223
20150323,0.000743,-0.000583,0.007518,-0.003603,-0.003513,-0.001231,0.010744,0.000357,-0.010459,0.008628,-0.032382,-0.013056,-0.000443,-0.005298,-0.006394,-0.007106
20150324,0.021526,0.00105,0.010423,-0.012203,-0.013141,-0.014258,-0.009901,-0.015557,-0.00375,-0.009819,-0.01365,-0.011788,-0.004286,-0.003894,-0.002962,-0.006597
20150325,-0.01825,-0.033566,-0.028015,-0.017845,-0.02923,-0.019286,-0.023313,-0.025589,-0.046372,-0.065279,-0.060714,-0.030749,-0.023601,-0.025585,-0.011372,-0.004953
20150326,-0.005926,-0.00603,0.001085,0.001398,0.006357,-0.013474,0.008731,-0.000818,0.001256,0.00225,-0.003565,-0.002188,0.003192,-0.003894,0.000311,0.006109
20150327,-0.010805,-0.005824,0.003494,-0.008141,0.06383,0.001477,-0.001183,-0.001936,0.017204,0.028065,0.019795,0.004659,0.008486,0.002606,0.002175,0.014167
20150330,0.00643,-0.000244,-0.001261,0.018762,-0.016875,0.019167,0.014152,0.027676,0.021846,0.018251,0.00421,0.003956,0.004508,0.014888,0.011888,-0.003326
20150331,-0.011468,-0.007446,-0.01178,-0.006676,-0.006039,-0.004521,-0.01334,0.006678,-0.014052,-0.027346,-0.025384,0.00462,-0.000598,-0.002911,-0.007662,-0.011457
20150401,-0.009393,0.001599,-0.00669,-0.004867,-0.014711,-0.009991,-0.008224,0.001298,-0.011367,-0.010632,0.004062,0.015283,-0.010926,-0.004437,-0.006383,-0.006864
20150402,-0.014887,-0.01056,-0.001347,-0.007452,0.0,-0.004404,0.007978,-0.021028,0.003272,-0.004856,0.00238,0.008126,0.00908,0.007741,0.000932,0.000453
20150406,0.004877,0.031149,0.010852,0.007977,0.007465,0.003317,0.00991,-0.00309,0.001587,0.006439,0.028728,0.007267,0.018896,0.003841,0.011904,-0.010872
20150407,0.001673,-0.000361,-0.001456,0.0,0.007088,0.006245,0.000185,-0.006567,0.002288,-0.001391,0.009001,-0.007609,0.003827,-0.00458,0.001841,-0.001374
20150408,0.007305,-0.002649,-0.000547,0.003492,0.001599,0.005842,-0.001357,-0.000817,0.000527,0.009073,0.007319,-0.002776,0.000147,0.008328,-0.006943,0.035772
20150409,-0.001494,0.001449,-0.001276,0.002088,-0.002236,0.002722,0.003027,0.023045,0.014218,0.003391,0.022934,0.011797,-0.006891,0.000347,0.000206,0.010184
20150410,0.000949,0.005786,-0.001582,0.007176,0.022087,0.015023,0.003203,0.005087,-0.001385,-0.003144,0.010433,0.00262,-0.001476,-0.003002,0.002673,-0.009862
20150413,0.000182,0.000959,0.011824,-0.009883,-0.006264,-0.00214,-0.002947,-0.006217,-0.008579,-0.011631,-0.009227,-0.006664,-0.008279,-0.004864,0.005126,-0.009075
20150414,-0.016149,-0.002634,0.006084,-0.008124,-0.007564,-0.006076,-0.000493,0.003492,-0.007954,-0.01089,-0.008426,-0.000921,-0.002534,-0.003492,0.01479,0.016864
20150415,0.002334,0.014526,-0.009699,0.029488,0.042553,0.015822,0.011275,-0.007395,0.030837,0.015486,0.012075,0.001053,0.004484,0.001635,-0.004523,0.004503
20150416,0.004584,-0.002248,-0.004776,-0.012048,0.001218,0.012389,-0.006093,-0.008034,-0.001538,-0.004527,-0.006186,-0.011574,0.010415,-0.004431,-0.008078,0.001093
20150417,-0.019834,-0.012927,-0.018649,-0.010584,-0.012169,-0.023951,-0.01508,-0.011707,-0.01849,-0.027767,-0.012895,-0.026613,-0.030923,-0.021668,-0.024125,-0.029052
20150420,0.022131,0.030998,0.02866,0.007442,0.008007,0.02024,0.034169,0.022722,0.014652,0.009643,-0.004955,0.010526,0.016563,0.015204,0.011995,0.004612
20150421,-0.002948,-0.006293,0.006379,0.002308,-0.009166,0.007374,-0.011435,-0.00102,-0.000172,0.00061,-0.001584,0.00947,0.007175,0.003538,-0.026799,-0.003695
20150422,0.011521,0.008209,0.012078,0.002994,0.008326,-0.00244,0.006697,0.005396,0.009801,0.038952,0.011562,0.011793,0.004898,0.002468,0.000212,-0.011576
20150423,0.015077,0.008259,-0.026232,-0.003674,-0.010703,0.001922,0.029511,-0.008703,-0.068279,-0.029907,-0.004034,0.01351,0.011224,0.005334,0.002859,-0.006367
20150424,0.02906,0.104522,-0.010678,-0.007144,-0.008346,0.005057,-0.002702,-0.001463,0.000183,-0.036834,-0.008551,0.000261,-0.009347,-0.008978,-0.000845,0.018881
20150427,-0.013144,0.003342,0.004661,0.012303,0.013092,0.002429,0.005595,0.014508,0.015165,0.005439,0.007717,0.000131,0.000147,-0.003471,0.003487,-0.003594
20150428,-0.003091,0.023423,-0.015017,0.020408,0.016,0.014884,0.018684,0.006067,-0.008459,-0.022472,0.00473,-0.006924,-0.014003,0.010744,0.002106,-0.000451
20150429,-0.00528,-0.001933,-0.002665,0.005169,-0.004088,-0.009209,0.00276,-0.01407,-0.001271,-0.003576,-0.007397,0.008287,0.116011,-0.00257,-0.00662,-0.023906
20150430,-0.02248,-0.008561,-0.021065,-0.024816,-0.010187,-0.007573,-0.017833,-0.009757,-0.014722,-0.001282,0.002484,-0.007697,-0.024514,-0.009954,-0.01005,-0.01652
20150501,0.004355,0.000308,0.002793,0.017194,0.026728,0.010406,0.013895,0.006176,0.020292,0.05065,0.025006,0.004865,0.007416,0.017625,0.015708,-0.001292
20150504,0.003048,-0.008529,-0.002279,0.004958,0.000299,0.001373,0.001727,0.009281,-0.000271,-0.013355,-0.006154,-0.007589,-0.023991,0.005463,0.005997,-0.011056
20150505,-0.017718,-0.013267,-0.015861,-0.015026,-0.023631,-0.009599,-0.005116,-0.00992,-0.023239,-0.036109,-0.025652,-0.011206,0.016061,-0.010289,-0.008785,-0.017602
20150506,-0.014667,-0.027731,0.006962,-0.015027,-0.012868,0.002769,-0.017506,-0.008191,-0.00574,-8.6e-05,0.003177,-0.006933,0.014296,-0.002336,0.000844,0.008717
20150507,0.013007,0.009075,0.004161,0.005086,0.000776,-0.005696,0.005528,0.009143,0.006704,0.048855,0.017647,0.003357,0.009893,0.010362,0.001687,0.053048
20150508,0.012748,0.022484,0.001084,0.012189,0.017212,0.014754,0.009884,0.014321,0.011839,0.00694,-0.074033,0.021143,-0.028449,0.012226,0.009472,0.005015
20150511,-0.005775,-0.007958,-0.006369,-0.003863,-0.003354,-0.000684,-0.009034,-0.005187,-0.004753,-0.004216,-0.009364,0.006225,-0.016575,-0.001603,-0.00146,-0.011114
20150512,-0.012917,-0.000422,-0.00705,-0.006159,-0.01346,0.000685,-0.003331,-0.003838,-0.005051,0.00114,0.009695,-0.0028,0.008006,-0.00516,-0.00167,0.005505
20150513,0.001411,0.005808,0.012652,0.005049,0.012093,0.004105,0.010144,0.013738,0.009693,0.001464,0.005761,0.006661,0.000279,-0.005187,0.001778,0.01266
20150514,0.017999,0.022992,0.037353,0.013473,0.01011,-0.010222,0.010274,0.011329,0.016731,0.030943,0.016229,0.030488,0.015183,0.019465,0.017434,0.012501
20150515,-0.004934,-0.008723,-0.011675,-0.005183,0.000607,0.017212,-0.004539,0.007657,9.0e-05,0.007326,0.00047,-0.006421,-0.006586,-0.0025,-0.003489,-0.004449
20150518,0.000329,-0.005901,0.00572,0.002039,0.012731,0.007107,-0.001154,-0.009006,0.003237,0.018065,-0.001408,0.006209,0.005525,-0.003304,-0.001853,-0.008715
20150519,0.004774,-0.008956,-0.003091,0.001808,-0.007782,-0.00084,0.002427,-0.01136,-0.000179,-0.005454,-0.010813,0.002644,-0.018132,0.004801,-0.002785,-0.076195
20150520,0.00588,0.0,-0.000992,-0.000677,0.006636,-0.003867,0.001614,-0.004884,-0.002689,-0.002781,0.0,-0.000126,-0.018467,-0.005347,0.000103,0.044168
20150521,0.007783,-0.003363,-0.000869,-0.000226,0.005394,-0.006415,-0.002417,0.011692,-0.002337,0.003718,-0.007129,0.011933,0.039196,-0.00183,0.008585,0.020682
20150522,-0.004113,-0.010966,0.000745,-0.007904,-0.002981,-0.005776,-0.006461,-0.008275,-0.002432,0.023536,-0.001436,-0.006455,0.028803,-0.005156,-0.006461,-0.00435
20150526,-0.013219,-0.00661,-0.014962,-0.013658,-0.010314,-0.010595,-0.012136,-0.002158,-0.01454,-0.010103,-0.006232,-0.008433,-0.019197,-0.016125,-0.015483,-0.014603
20150527,0.012902,0.021893,0.015315,0.018694,0.018275,0.012435,0.010992,0.023933,0.025843,0.077609,0.053546,0.010017,0.005165,0.005736,0.008388,0.012369
20150528,-0.000126,-0.003361,-0.005028,-0.006343,0.008899,0.001365,-0.001686,-0.005914,-0.001072,0.00629,0.013736,-0.001809,-0.017174,0.000698,-0.006654,-0.007146
20150529,-0.015988,-0.012434,-0.011916,-0.008436,0.013231,-0.001363,-0.011997,-0.013031,0.000179,0.039963,-0.000452,-0.01156,0.000963,-0.005351,-0.017898,-0.003134
20150601,0.007133,0.007896,0.013891,0.006898,-0.016106,-0.004435,0.003124,-0.003803,-0.003755,-0.009793,0.011297,0.009862,0.004811,-0.002456,-0.000533,0.009666
20150602,0.008631,-0.006564,0.00193,-0.002055,-0.018729,-0.003427,-0.003114,-0.000936,-0.008257,-0.016778,-0.019884,-0.000626,-0.002736,0.001758,0.008851,-0.004614
20150603,0.002419,-0.001492,0.0248,0.006179,-0.016231,0.000344,0.001592,0.007354,-0.006606,-0.00763,-0.010713,0.003884,0.007819,0.000176,0.004968,0.00139
20150604,-0.006483,-0.010459,-0.004731,-0.004549,-0.012832,-0.0165,-0.009063,-0.013742,-0.016489,-0.013002,0.017972,-0.017222,-0.01715,-0.016205,-0.017144,-0.007637
20150605,-0.003915,-0.004745,0.001097,0.000914,-0.014547,-0.001049,-0.00582,-0.009361,-0.003612,0.018484,0.007696,0.001397,0.018557,0.002141,-0.002354,-0.001632
20150608,-0.011009,-0.008886,-0.017896,-0.016206,-0.01696,-0.010672,-0.012306,-0.014358,-0.017942,-0.03602,-0.022911,-0.008876,-0.02325,-0.00902,-0.007079,-0.018687
20150609,-0.002429,-0.001749,0.0,-0.000696,-0.001597,-0.001238,0.002056,-0.006466,0.001799,0.011397,0.005057,-0.003327,-0.001114,-0.004072,0.001728,-0.009045
20150610,0.019256,0.02103,0.01847,0.0202,0.01824,0.014873,0.019556,0.007032,0.024095,0.0189,-0.017841,0.021309,0.017698,0.012205,0.020058,0.010329
20150611,-0.004633,-0.003647,-0.004017,0.007738,0.000943,0.006978,-0.000829,0.004308,-0.010149,-0.00609,0.010713,0.001131,-0.008627,0.005287,0.002537,-0.026748
20150612,-0.004672,-0.010121,-0.003666,0.001355,-0.016641,-0.011088,-0.010605,-0.008506,-0.011745,-0.010705,-0.027189,0.002637,-0.008702,-0.0091,-0.011916,-0.010016
20150615,-0.008165,-0.010768,-0.010058,-0.013983,0.002235,-0.002102,-0.004372,-0.005968,0.00066,0.018865,-0.001895,-0.012021,0.011007,-0.011091,-0.011419,-0.001357
20150616,0.003444,0.007807,0.004336,0.021043,0.007805,0.008076,0.003489,-0.002477,0.000848,-0.007895,0.01234,0.013181,0.011577,0.004281,0.000324,0.004077
20150617,0.003175,0.003055,0.009006,0.006048,0.009957,0.007663,0.001978,0.001354,0.003767,-0.009191,0.011721,-0.025394,0.013896,0.0,-0.000648,0.007998
20150618,0.017527,0.016315,0.013632,-0.048319,0.013459,0.009678,0.006461,0.012171,0.017452,0.016455,0.016682,0.018996,0.017334,0.015671,0.010043,-0.001221
20150619,0.002409,-0.013271,-0.004764,-0.026907,-0.009574,-0.006162,-0.007489,-0.007126,0.005349,-0.000769,-0.003191,0.003905,-0.009378,-0.00201,-0.007163,-0.009778
20150622,0.003874,0.00282,0.027027,-0.002404,0.005924,-0.0031,0.004431,0.007252,0.018162,0.002694,-0.004344,0.032371,-0.002933,0.00699,0.009692,0.005431
20150623,0.006629,-0.006922,0.037055,0.005302,-0.005425,-0.005356,0.005306,-0.005715,-0.012072,-0.011412,-0.025488,0.015435,-0.007756,-0.002706,-0.004693,-0.001964
20150624,-0.008555,-0.00599,0.011152,-0.012227,-0.005454,-0.009554,-0.009785,-0.024336,-0.01532,-0.01179,-0.009896,-0.001795,-0.009434,-0.013448,0.009108,0.007134
20150625,-0.00111,0.000329,-0.009903,-0.003398,0.002507,-0.003858,-0.00533,-0.001377,-0.003612,-0.005287,0.007615,0.006475,0.001497,-0.003348,-0.01338,0.003053
20150626,-0.008764,-0.008543,0.000341,-0.001705,-0.030322,-0.004225,-0.003733,-0.009041,-0.016637,-0.029304,-0.020312,-0.014296,-0.017253,-0.00048,-0.001399,-0.024473
20150629,-0.021354,-0.019664,-0.025111,-0.013906,-0.02031,-0.026167,-0.015049,-0.031699,-0.026087,-0.023233,-0.029894,-0.017646,-0.032347,-0.028808,-0.014335,-0.028707
20150630,-0.002236,-0.004958,-0.000408,-0.002969,0.000823,-0.002905,-0.001902,0.00016,-0.000194,0.006969,-0.000497,-0.003322,-0.005286,-0.008404,0.003718,0.009766
20150701,0.006037,0.006682,0.01335,-0.001489,-0.007726,-0.004006,0.01125,0.004311,0.007766,0.019334,0.014421,-0.000802,0.013069,0.008226,0.017867,0.001018
20150702,0.007436,-0.001012,0.004315,0.002982,0.012425,-0.000731,0.003648,0.003339,0.001156,0.015793,0.00098,-0.002409,-0.001701,-0.000742,-0.000321,0.001271
20150706,-0.003143,-0.000225,0.003036,-0.005203,-0.016855,-0.004025,-0.002181,0.0,-0.01116,-0.024993,-0.012243,-0.003096,-0.017893,0.0,-0.002998,-0.019553
20150707,0.008083,-0.002027,-0.003769,0.000249,-0.00466,0.005143,0.001639,-0.004912,-0.003503,-0.010134,-0.01884,0.001118,0.015905,0.002969,0.007625,-0.009842
20150708,-0.015145,-0.001354,-0.018,-0.009711,-0.013378,-0.013523,-0.011151,-0.014172,-0.032806,-0.036058,-0.007074,-0.007445,-0.012383,-0.012828,-0.020249,-0.026157
20150709,0.005446,0.006329,0.002685,0.010309,-0.019322,-0.002964,0.004229,-0.000808,-0.028669,-0.026318,-0.012214,0.006001,0.008214,0.008247,-0.000761,0.010207
20150710,0.021041,0.002022,0.024103,0.00448,0.008296,0.01375,0.01892,0.014064,0.018707,0.041386,0.017517,0.001491,0.016867,0.010286,0.007838,0.008242
20150713,0.028088,0.020847,0.024446,0.010902,0.019198,0.018695,0.014555,0.011159,0.006529,-0.005083,0.006582,0.010547,-0.001265,0.002576,0.01253,0.022152
20150714,0.021776,0.001757,-0.004661,-0.00049,-0.002691,0.008636,-0.004546,0.00804,0.008717,0.024152,0.000503,0.005526,0.010415,0.001958,0.0032,-0.003354
20150715,-0.000377,0.003069,0.000892,0.000245,0.001349,0.002854,-0.000474,-0.000938,-0.005426,-0.004384,-0.007039,0.002809,-0.00599,0.007449,-0.007125,-0.006472
20150716,0.030516,0.019668,0.012143,0.004168,0.007073,0.007471,0.014656,0.010488,-0.002627,0.022624,0.022279,0.004871,0.014854,0.004849,0.00257,0.013809
20150717,0.162584,-0.000857,0.04535,-0.013672,-0.014381,-0.004943,0.00883,-0.003253,0.0,-0.007721,-0.005944,-0.00509,0.005385,-0.006152,-0.006303,0.019789
20150720,-0.009691,0.006435,0.030957,-0.011634,-0.012555,-0.005323,0.004116,-0.008548,0.014789,0.007332,-0.018435,-0.000122,-0.000549,-0.00267,0.00473,-0.003528
20150721,0.003623,0.007673,0.004902,-0.009016,-0.013058,-0.006778,-0.058596,0.021163,0.002795,-0.000966,0.004569,-0.010964,0.014567,-0.009249,-0.01391,0.004805
20150722,-0.00036,-0.036802,-0.013721,-0.003791,-0.004004,-0.011135,-0.01668,-0.014584,-0.018515,-0.036577,-0.019454,-0.005666,0.000542,0.003439,-0.027995,-0.012333
20150723,-0.029305,0.012516,-0.016488,-0.010654,-0.00035,0.017436,0.008606,-0.037545,0.024544,0.018366,0.012626,-0.001115,-0.022472,-0.009181,-0.002009,-0.000765
20150724,-0.029582,-0.003687,0.015821,0.0,-0.01871,0.013924,-0.012243,-0.002266,-0.029301,-0.026445,-0.011705,0.004216,0.023681,-0.014332,-0.01264,-0.009181
20150727,0.005345,-0.012843,-0.028675,-0.012564,0.010335,-0.00669,-0.004257,0.005516,0.0,-0.02981,-0.005664,-0.012966,-0.019751,-0.000752,-0.011442,-0.026126
20150728,0.002112,-0.00022,0.011893,0.019995,0.021517,0.0,0.006161,0.01807,0.021416,0.030245,0.02175,0.008257,0.018355,0.010788,0.016961,-0.003039
20150729,0.002683,0.020953,0.01784,0.012984,0.001727,0.006735,0.006498,0.001109,-0.002396,0.001246,0.012164,-0.004219,0.00122,0.021842,0.006761,-0.001326
20150730,0.004732,0.012746,-0.018352,-0.003518,-0.003447,-0.003521,-0.000807,0.01963,0.005605,-0.007233,0.002504,0.01296,-0.007038,-0.02684,-0.000672,-0.006637
20150731,-0.010624,-0.00384,-0.012604,0.007314,0.001384,0.00424,0.006399,-0.000311,-0.005175,-0.019663,-0.003496,0.008611,-0.000818,-0.004493,0.002128,-0.020043
20150803,0.010981,0.002355,0.001383,-0.005759,0.003454,-0.002111,-0.020248,0.000621,0.002201,0.005274,0.017043,-0.007196,-0.011733,0.004262,-0.009053,0.000545
20150804,-0.005175,0.015595,-0.00085,-0.001259,0.002754,-0.011636,-0.006994,-0.01521,-0.004991,-0.018521,0.003943,0.008108,-0.007593,0.007115,-0.003609,0.01172
20150805,0.018162,0.000841,0.025303,-0.000504,-0.000343,0.008562,0.001903,0.006777,0.020365,0.010367,0.010309,0.016086,0.008902,0.014378,0.01415,0.003502
20150806,-0.004664,-0.020177,-0.013687,-0.008073,-0.003777,-0.002122,-0.010006,-0.016281,-0.011897,-0.011864,-0.006317,-0.014272,-0.028954,-0.018817,-0.00413,-0.021208
20150807,-0.008595,0.002574,-0.008621,0.006104,-0.004481,-0.002127,-0.007677,0.002864,0.001393,-0.005841,0.123716,0.006083,-0.000284,-0.000125,0.000897,0.00576
20150810,-0.001881,0.012623,-0.001591,0.008342,0.026316,0.015631,0.010508,0.002063,0.034976,0.038596,0.034813,0.011247,0.012214,0.016316,0.023292,0.01309
20150811,0.040957,-0.019438,-0.005629,-0.01805,-0.022605,-0.019937,-0.007911,-0.009501,-0.02765,-0.02412,-0.005046,0.003348,0.005051,-0.003309,-0.023638,-0.030148
20150812,0.001695,0.007111,0.006088,0.002808,0.016914,-0.004283,0.00418,0.00048,0.009281,0.012237,0.002536,-0.000954,-0.008237,0.002705,0.001345,-0.042742
20150813,-0.007173,-0.000214,-0.008069,0.000764,-0.020027,0.028674,-0.00698,-0.008789,-0.009391,-0.012248,-0.008432,0.005846,0.005068,0.011036,0.001007,0.041751
20150814,0.004166,0.005778,0.010596,0.002544,0.005196,0.011498,0.004385,-0.001935,0.000197,-0.017956,0.00085,0.021468,0.022269,0.006549,0.00369,0.008628
20150817,0.006876,0.006809,-0.00519,0.007866,0.002068,-0.007062,0.003595,0.002584,0.005134,0.02919,-0.006372,0.007548,0.014386,0.020605,0.003119,-0.004001
20150818,-0.007751,-0.001057,0.013201,0.002769,-0.005846,-0.019948,-0.001919,-0.012083,-0.01945,-0.026131,-0.013254,-0.003688,-0.019719,-0.000118,-0.001222,-0.01122
20150819,0.00771,-0.013962,0.001471,-0.007532,-0.019025,-0.015929,-0.013268,-0.002283,-0.014226,-0.006463,-0.003899,-0.01122,-0.00744,-0.002598,-0.012009,-0.01401
20150820,-0.020979,-0.020382,-0.049837,-0.022767,-0.029267,-0.027338,-0.008315,-0.016836,-0.035976,-0.052861,-0.036103,-0.032639,-0.058579,-0.020836,-0.016207,-0.030975
20150821,-0.052172,-0.056724,-0.049691,-0.027958,-0.035234,-0.02108,-0.024957,-0.042228,-0.030993,-0.031122,-0.031137,-0.046197,0.019611,-0.042075,-0.025054,-0.034311
20150824,-0.040247,-0.032273,-0.046131,-0.039148,-0.011672,-0.048357,-0.036144,-0.040444,-0.023281,-0.013549,-0.035398,-0.058324,-0.057556,-0.037233,-0.035555,-0.049195
20150825,-0.009125,-0.029031,0.011085,-0.017461,-0.014476,-0.022628,-0.017495,-0.025326,-0.030519,-0.013007,-0.020763,0.004039,0.000153,-0.036183,-0.025551,0.013734
20150826,0.077179,0.05535,0.050482,0.041185,0.055276,0.043054,0.040721,0.051596,0.043428,0.070869,0.075444,0.037012,0.051243,0.058216,0.039581,0.024575
20150827,0.01246,0.027862,0.029132,-0.002438,0.015385,0.019081,0.012543,0.012354,0.036336,0.086575,0.037597,0.020432,0.020724,0.002956,0.018736,0.035978
20150828,-0.012381,0.000683,0.014265,0.017382,0.025253,-0.006496,-0.00377,0.001569,0.019762,0.010771,0.004419,0.00621,0.004432,0.00487,0.002829,-0.016325
20150831,-0.017993,-0.009333,-0.017361,-0.009877,0.004222,-0.004615,-0.000608,-0.015144,-0.003126,-0.012929,-0.010999,-0.010453,-0.012669,-0.013901,-0.006231,-0.027157
20150901,-0.028187,-0.039063,-0.0246,-0.029118,-0.025228,-0.029366,-0.035229,-0.027572,-0.031355,-0.052393,-0.040925,-0.032837,-0.03936,-0.028712,-0.031823,-0.019851
20150902,0.024382,0.036825,0.030494,0.02055,0.028037,0.021099,0.016611,0.015267,0.021795,0.039122,0.030148,0.016581,0.020261,0.026498,0.010386,0.00538
20150903,-0.012188,0.003229,-0.019357,0.004082,0.016783,0.009747,0.011927,-0.00555,0.002323,-0.002177,0.002702,0.013851,0.003972,0.005967,0.006772,0.024237
20150904,-0.012699,-0.02046,0.001248,-0.017073,-0.019257,-0.014672,-0.020984,-0.022682,-0.019595,-0.021168,-0.02335,-0.018258,-0.01641,-0.018053,-0.017898,-0.029502
20150908,0.023722,0.03004,0.014389,0.038875,0.034362,0.030564,0.024565,0.016762,0.046422,0.066116,0.042759,0.037586,0.054074,0.02692,0.029354,-0.021533
20150909,-0.00073,-0.018683,0.010164,-0.015658,-0.008814,-0.013688,-0.014807,-0.015942,-0.022181,-0.015407,-0.019841,-0.015793,-0.024449,-0.008823,-0.007248,0.020065
20150910,0.011921,0.005108,0.017028,0.01402,0.001026,0.012336,0.007928,0.018594,-0.004201,0.012188,0.015745,0.002292,0.010285,0.00529,-0.001676,-0.011739
20150911,0.006481,0.004389,0.000761,0.008242,0.006833,-0.009139,0.008003,-0.012109,0.003375,0.018334,0.0031,0.006226,0.004445,0.005005,0.002038,0.008989
20150914,-0.004319,-0.01012,0.002824,-0.009494,-0.002715,-0.012298,-0.011671,-0.006403,0.005466,0.000839,0.001766,-0.009218,-0.002284,-0.007023,-0.011366,-0.035317
20150915,0.019311,0.02184,0.006392,0.011448,0.011569,0.010895,0.012908,0.010311,0.009826,0.024316,0.011018,0.013638,0.019745,0.014532,0.022147,0.023747
20150916,0.000677,0.007276,0.00592,0.00737,0.001345,0.003464,0.005965,0.006014,0.008282,-0.021506,0.006975,0.012574,0.008559,0.008873,0.015392,0.011598
20150917,0.009241,-0.001129,0.009524,-0.039979,-0.002015,-0.007288,-0.001819,-0.003986,-0.011294,-0.006693,0.009091,-0.002732,0.006121,-0.00201,-0.002332,-0.014968
20150918,-0.016005,-0.017401,0.000636,-0.009799,-0.023224,-0.013137,-0.024504,-0.00964,-0.007269,-0.023122,-0.000858,0.011705,-0.012721,-0.005288,-0.009116,-0.006143
20150921,0.009169,0.014489,0.012182,0.012369,0.004824,0.0,0.013632,-0.001102,-0.007322,-0.002586,0.010305,0.025477,0.010364,0.011264,-0.006016,0.013988
20150922,-0.02066,-0.004761,-0.027106,-0.017377,-0.016804,-0.015662,-0.013995,-0.008274,-0.017703,-0.020116,-0.027199,0.016083,-0.006792,-0.008886,-0.008544,-0.024703
20150923,0.000138,-0.000683,0.010865,-0.005526,0.002442,0.005569,-0.005331,-0.007045,-0.000644,0.006736,0.004806,0.009922,0.004745,0.002273,-0.004069,-0.021711
20150924,0.00248,0.000912,0.004682,0.001945,-0.009047,0.005142,0.005221,-0.005415,0.00365,-0.01147,0.01913,-0.018596,-0.003889,0.002646,-0.003966,-0.01345
20150925,-0.022537,0.000683,-0.017371,-0.000277,0.011587,0.024203,0.006994,-0.000939,0.008984,0.021273,0.007253,-0.009296,0.01018,0.009048,-0.00543,-0.007157
20150928,-0.024838,-0.014793,-0.038374,-0.016921,-0.001735,-0.014025,-0.019942,-0.012777,-0.004664,-0.046473,-0.01313,-0.031397,-0.046935,-0.020922,-0.022929,-0.052523
20150929,-0.002627,0.003465,-0.028472,0.001975,0.01669,-0.000779,-0.000351,-0.002094,0.012354,-0.009764,0.017597,-0.008569,-0.00956,0.005978,0.009933,0.023913
20150930,0.025313,0.018877,0.037268,0.017178,0.03078,0.023791,0.017548,0.024795,0.041868,0.044623,0.039646,0.029939,0.015355,0.016058,0.011925,0.023001
20151001,0.005686,0.007908,0.01168,0.003322,-0.004645,-0.01981,-0.009519,-0.010236,-0.021809,-0.022958,-0.019473,0.018609,0.050122,0.006595,-0.009233,0.0
20151002,0.023349,0.02152,0.012314,0.017936,0.017,0.001166,0.006895,0.03554,0.006813,0.009743,0.026065,0.002866,0.01399,0.00581,0.015083,0.062262
20151005,0.02236,0.023261,0.021071,0.018975,0.022943,0.042314,0.030848,0.021064,0.027886,-0.017109,0.025,0.022026,0.018125,0.01647,0.034429,0.004559
20151006,-6.0e-05,0.002573,-0.012871,0.003724,0.016982,0.014153,-0.001744,0.001601,0.006583,-0.033905,0.012982,-0.008038,-0.011293,-0.003144,-0.000117,0.003404
20151007,-0.002442,0.00107,-0.00431,-0.001855,0.018116,0.011385,0.008805,0.005149,0.011494,0.013065,0.010485,-0.052848,0.007794,0.014677,0.00876,0.029559
20151008,-0.004478,0.013889,0.000758,0.006107,0.006344,0.013435,0.014591,0.018548,0.009404,-0.016436,0.005765,0.019963,0.0012,0.017573,0.015167,0.015689
20151009,0.006357,-0.007165,0.008327,0.005542,-0.011685,0.0,0.000722,0.002081,-0.012616,0.001885,-0.003821,0.018964,0.002131,0.00141,-0.000228,0.004634
20151012,0.007732,-0.002335,0.01094,-0.001575,0.002178,0.001791,-0.008203,0.000173,0.009239,0.006586,0.01074,0.001193,0.008372,0.005162,-0.00057,0.010455
20151013,0.009964,-0.00234,-0.001485,-0.005783,-0.005278,-0.003934,-0.010057,-0.004845,-0.008376,-0.0362,0.001898,-0.003217,0.009884,-0.006069,-0.012327,-0.015825
20151014,-0.00404,-0.004479,-0.000531,-0.014807,0.02372,-0.001077,0.002607,0.019475,0.034178,0.03562,0.036364,0.001793,-0.013702,-0.000235,-0.018144,-0.00773
20151015,0.018533,0.007069,0.020091,0.007783,-0.001524,0.011862,0.000533,0.010745,-0.004179,0.037545,0.002558,0.035441,0.02805,0.009749,0.006944,0.043316
